,Twitter Query: pelucas OR oncológicas OR cáncer OR donar OR donación #oncoayuda OR #donacabello OR #pelucasoncologicas OR #DiaMundialdelCancerdeMama OR #19deoctubre OR #bancodetapitas OR #cabezaenalto OR #octubrerosa -filter:retweets -filter:replies,,,,,,,,,,,,,,,,,,,
21/10/2020 09:53,@ArkaliEsCultura,Arkali Espacio Cultural,"DETECCIÓN OPORTUNA DEL CÁNCER DE MAMA Por la Dra. Teresa Mireles, especialista en cáncer de mama y cirujana mastóloga. Jueves 22 de octubre, 7pm, FB Live desde:  #CáncerDeMama #OctubreRosa #Arkali #ArkaliContigo #ArkaliEsCultura #ArkaliEspaciocultural",1318958563671330818,http://www.facebook.com/ArkaliEsCultura,pic.twitter.com/xemHYyUROk,,0,0,Twitter for Android,58,78,1,,10/3/2020,,"ARKALI promueve DDHH, salud, cultura e igualdad de género. Se realizan diversos tipos de actividades impulsadas principalmente por mujeres.",,,View
21/10/2020 09:52,@Fcopservir,Fundación Copservir 💚,"#DíaMundialdelCáncerdeMama 👨‍👩‍👦‍👦💟🤗 Es así como aliados a la Fundación Mechitas de Amor, se organizó en el marco del Día del Cáncer de Mama, la entrega de mercados solidarios, buscando a su vez , generar un espacio de sensibilización por tan noble fecha en Pasto Nariño. 👩‍🦲🍛",1318958383567876099,,https://pbs.twimg.com/media/Ek3hpsIWkAEtwmy.jpg,,0,2,Twitter for Android,430,185,1,,26/5/2014,Cali Valle,Buscamos educar y apoyar por medio de nuestros programas de cáncer de mama y VIH a las poblaciones que lo necesitan. #SoyFundaciónCopservir💚,http://fundacioncopservir.org/,,View
21/10/2020 09:51,@ale_alex48,Ale Sanchez,#OctubreRosa Día Internacional de Cancer de mamá. El color rosa es para las Mujeres Valientes Guerreras 🎀,1318958076662218752,,https://pbs.twimg.com/media/Ek3hX0ZVcAA8xQN.jpg,,0,1,Twitter for iPhone,212,298,0,,26/8/2019,,,,,View
21/10/2020 09:44,@RevistaHC,Revista High Class,"Mucho se debate sobre el papel de las terapias hormonales en el tratamiento del cáncer de mama, así que conversamos con expertos del área para aclarar nuestras principales dudas #OctubreRosa",1318956284423581703,,,,0,1,Twitter for Advertisers (legacy),2589,920,34,,24/8/2010,"Asunción, Paraguay","High Class es una de las pioneras del mercado, con 14 años de trayectoria innovando en el rubro editorial.",http://www.highclass.com.py/,,View
21/10/2020 09:42,@mujeresaltillo,Instituto Municipal de las Mujeres,El día de hoy acudimos en conjunto con @DIF_Saltillo al Centro Comunitario Emiliano Zapata a impartir la plática “Prevención y detección oportuna de cáncer de mama” como parte del programa @mifamiliamicom #TodosPorSaltillo #OctubreRosa,1318955865639038977,,https://pbs.twimg.com/media/Ek3fXfrU8AAgyAf.jpg,,4,3,Twitter for iPhone,396,376,3,,7/1/2019,"Saltillo, Coahuila de Zaragoza","Brindar atención, servicio y oportunidades a todas las Mujeres del Municipio de Saltillo. Administración 2019 - 2021",,,View
21/10/2020 09:40,@snte49nayarit,snte49nayarit,#Sección49Sí ✅ 🟢 Consolidar el derecho humano a la salud de la mujer en tiempos de #COVID19 🦠 es la mejor forma de conmemorar su lucha permanente en #DiaMundialdelCancerdeMama 🌷afirma #Sección49 #SNTE Profr. Ladislao Serrano Vidal Leer Nota 👉  👈,1318955242239807489,https://bit.ly/3jhWmhy,,,1,1,Twitter Web App,1096,237,9,,13/1/2013,"Tepic, Nayarit",POR LA EDUCACIÓN AL SERVICIO DEL PUEBLO,http://www.snte.org.mx/seccion49/,,View
21/10/2020 09:28,@arribagente,Arriba Gente,"#OctubreRosa – En Uruguay se diagnostican 5 casos nuevos de cáncer de mama cada día. Recibimos a la Dra. Marisa Fazzino, Dir. del Programa de Control del Cáncer, para reforzar la importancia de la prevención y del diagnóstico temprano en esta enfermedad.",1318952393086799873,https://youtu.be/WGi9KTXJoJg,,,0,0,Twitter Web App,18626,361,46,,19/8/2010,"MONTEVIDEO, URUGUAY","Somos la mañana informativa de Canal 10. De lunes a viernes, 8:00 AM.",http://www.facebook.com/ARRIBAGENTE10,,View
21/10/2020 09:28,@RedAmbiental_Mx,Red Ambiental,"Se parte de nuestro segundo webinar de la Campaña Rosa #DateTiempo en donde se abordará el tema ""La Familia y el Cáncer de mama"". La cita es hoy a las 7:00 pm en Zoom, registrate en:  #OctubreRosa #RedAmbiental #SomosMuchoMasquelosdelaBasura",1318952204980658178,http://cutt.ly/dgzsYz2,https://pbs.twimg.com/media/Ek3cCAFUUAI2lhy.jpg,,0,0,Twitter Web App,175,81,1,,1/7/2015,México,Empresa líder en transportación y manejo integral de residuos que sirve al medio ambiente y a la población de México.,http://www.redambiental.com,,View
21/10/2020 09:27,@Independiente,C. A. Independiente,#OctubreRosa ✊ Colección especial en el mes de la Lucha contra el Cáncer de Mama. TODO lo recaudado será donado a @LalcecArgentina. Conseguilas acá ➡️,1318951964294717440,https://todorojo.diablosoy.com/,https://pbs.twimg.com/media/Ek3ZnRxXUAAB89k.jpg,,35,330,Twitter Web App,455460,37,1181,✅,8/9/2010,"Avellaneda, Argentina",Cuenta Oficial del Club Atlético Independiente. Desde casa 🏡. #UNIDOS👹,https://unidos.clubaindependiente.com.ar/,,View
21/10/2020 09:27,@IpesaSiloArg,IpesaSilo,"Octubre es rosa. Un mes para avanzar en la concientización, prevención y control del cáncer de mama. La Campaña ""El Abrazo Solidario del Campo Argentino"" es nuestro modo de aportar un granito de arena. Conocé más y sumate 👉  #OctubreRosa #SiloRosa",1318951937354747905,http://fundaleu.ipesasilo.com.ar/,https://pbs.twimg.com/media/Ek3bt3tXUAE8UTD.jpg,,1,0,TweetDeck,1346,571,4,,15/12/2015,,Una idea simple que cambia la manera de conservar los granos.,http://www.ipesasilo.com.ar,,View
21/10/2020 09:22,@Corresponsables,Corresponsables,ODS3. @viajaVolaris y @FUCAMM habilitan un “#AsientoRosa” para visibilizar la importancia de la #prevención en el #DiaMundialdelCancerdeMama,1318950760533708800,https://www.corresponsables.com/actualidad/ods3-volaris-fucam-habilitan-asiento-rosa-prevencion-dia-mundial-cancer-mama,,,0,0,Twitter Web App,32687,6350,1227,,6/11/2009,Iberoamérica ,"El medio de #comunicación, Fundación y Observatorio @ObservaRSE_ líder de habla hispana en #RSE #Sostenibilidad y #ODS según https://rise.global/csr-business",http://www.corresponsables.com,,View
21/10/2020 09:19,@la106,la106.com,#OctubreRosa El Palacio Municipal iluminado en el marco del Mes de Sensibilización del Cáncer de Mama.,1318950080943108097,https://ift.tt/37FVdyr,https://pbs.twimg.com/media/Ek3aHBYWkAYR-c7.jpg,,0,0,IFTTT,1436,58,27,,4/9/2009,"Saladillo, Argentina.","Radio en vivo para todo el centro de la provincia de Buenos Aires presente en Saladillo (106.1) , 25 de Mayo (106.3) , Gral. Alvear (89.7) y Roque Perez (89.1)",https://www.la106.com,,View
21/10/2020 09:10,@DrJoseHaddad,Dr. José Luis Haddad,➡️ Un factor de riesgo es todo aquello que aumenta la probabilidad de que una persona desarrolle cáncer. #cancerdemama #octubrerosa #Cuidate #detecciòntemprana #cirugiaplastica #mesrosa💕 #cirugiaplasticasegura #cirugiaplasticamexico #cirugiaplasticacdmx,1318947773362933761,,pic.twitter.com/Yn4w6DiWig,,0,1,Twitter for Android,63,161,0,,12/4/2017,Miguel de Cervantes Saavedra 2,Más de 25 años de Experiencia Cédula Profesional:D.G.P. 759129 CEAE012281 CMCPER 430 Coordinador de Microcirugía y Cirugía Mamaria Hospital General de MX. (SSA),http://www.tododecirugiaplastica.com,,View
21/10/2020 09:02,@edomexinforma_,Edoméx Informa,#OctubreRosa | ¿Sabes cuáles son los factores que aumentan el riesgo de padecer cáncer de mama? Cuídate y #ÉchaleUnaManoATuSaluda.,1318945823154147329,,https://pbs.twimg.com/media/Ek3VDarXUAESjn_.jpg,,2,4,TweetDeck,17891,3,88,✅,9/7/2013,,Síguenos y entérate de la información más relevante del Estado de México.,http://edomexinforma.com.mx,,View
21/10/2020 09:00,@America_Vuela,América Vuela,Volaris habilita “Asiento Rosa” en el Día Mundial del Cáncer de Mama #AméricaVuela | #AviaciónComercial | #Aviación | #Volaris | #AsientoRosa | #DíaMundialDelCancerDeMama,1318945140422094849,,,,4,5,Twitter for Advertisers (legacy),1767,310,23,,28/10/2013,México,La revista América Vuela es una publicación enfocada a las noticias de aviación Latinoamericana. Más de 25 años nos respaldan. #Aviación #AviaciónComercial,http://www.vuela.com.mx,,View
21/10/2020 09:00,@FiscalEdomex,Alejandro Gómez Sánchez,"Recuerda que octubre es el mes internacional de la lucha contra el cáncer de mama, infórmate y autoexplorate, la prevención es fundamental #OctubreRosa, #PrevenirEsSalud",1318945138895409153,,https://pbs.twimg.com/media/Ekz7kI4W0AIx-PL.jpg,,5,4,TweetDeck,18199,342,101,,21/5/2014,Estado de México,Fiscal General de Justicia del Estado de México.,http://facebook.com/FiscalEdomex,,View
21/10/2020 08:55,@la106,la106.com,#OctubreRosa El Palacio Municipal iluminado en el marco del Mes de Sensibilización del Cáncer de Mama.,1318944033184632832,https://ift.tt/37FVdyr,https://pbs.twimg.com/media/Ek3Um-sW0AAzEgQ.jpg,,0,0,IFTTT,1436,58,27,,4/9/2009,"Saladillo, Argentina.","Radio en vivo para todo el centro de la provincia de Buenos Aires presente en Saladillo (106.1) , 25 de Mayo (106.3) , Gral. Alvear (89.7) y Roque Perez (89.1)",https://www.la106.com,,View
21/10/2020 08:35,@VPITV,VPItv,"El cáncer de mama no distingue de género, raza o posición económica. ¡Revísate con frecuencia! #OctubreRosa",1318938897867542528,,https://pbs.twimg.com/media/Ek3P8DCWAAAIgK_.jpg,,0,6,Hootsuite Inc.,537486,565,1168,✅,18/12/2015,Venezuela,Canal de Noticias EN VIVO 🔴 I Mira nuestra señal aquí: I https://bit.ly/2FXPNmo I Youtube I ROKU | Apple TV | APP | Web |,http://www.vpitv.com,,View
21/10/2020 08:25,@itzeg,itzel,Dar seguimiento a tu salud es prioritario por eso el cáncer de mama no es un juego cuidate!!! #OctubreRosa #TocateParaQueNoTeToque #ACEMcontraelcancer #ACEMportusalud,1318936480568561669,,https://pbs.twimg.com/media/Ek3NvDxXUAcMNTE.jpg,,0,0,Twitter for Android,20,214,0,,3/7/2010,mexico,"disfruta cada día al máximo,",,,View
21/10/2020 08:21,@oncologicohp,Instituto Oncología,"Como parte de las actividades del “Mes de la Concienciación del Cáncer de Mama”, nuestros oncólogos han estado impartiendo charlas en las empresas sobre la importancia de la detección temprana, detección secundaria, factores de riesgo,etc.💖 #IOHP #OctubreRosa #cancerdemama",1318935535310786560,,https://pbs.twimg.com/media/Ek3M3oaX0AASALt.jpg,,0,0,Twitter for iPhone,848,1152,21,,9/7/2013,Bernardo Correa y Cidrón #1,"LDCC, organización sin fines de lucro, con la finalidad de prevenir, detectar y tratar el cáncer, a través del Instituto Oncológico Heriberto Pieter",http://www.iohp.org,,View
21/10/2020 08:14,@CafeMarino,Café Marino,¡La detección a tiempo es fundamental! Conoce los signos y síntomas del cáncer de mama.💁🏻‍♀️ . Fuente:  #CaféElMarino #CaféMarino #CaféElMarinoEnCasa #70AniversarioCaféElMarino #70AñosCaféElMarino #70Aniversario #OctubreRosa,1318933769668231170,http://Cancer.Net,https://pbs.twimg.com/media/Ek3LRfqXgAAwfIt.jpg,,1,2,Twitter for Android,272,40,2,,22/1/2014,"Mazatlán, Sinaloa, México",Es tu momento... Es tu café.,http://www.cafemarino.com.mx,,View
21/10/2020 08:11,@MCiudadaniaNqn,Ministerio de Ciudadanía,"✨La heroína Claudia Fuentes, tras vencer un cáncer de mama decidió salir a las rutas de #Andacollo a concientizar sobre la importancia de detectar la enfermedad a tiempo. 👏👏👏 #ConstruyendoCiudadania #heroínasyhéroescotidianos #octubrerosa",1318932969369776128,,https://pbs.twimg.com/media/Ek3HRl3WAAIPfCv.jpg,,0,1,Twitter Web App,3521,537,10,,29/2/2016,"Neuquén, Argentina",Cuenta oficial del Ministerio de Ciudadanía del Gobierno de la Provincia del Neuquén.,http://ciudadanianqn.gob.ar/,,View
21/10/2020 08:11,@PetPawOficial,Pet Paw,"El Cáncer de mama es una tumoración maligna que se presenta en la glándula mamaria. Una exploración y detección temprana puede ayudar a que se combata a tiempo, puede salvar tu vida. #cancerdemama #cancermama #Cancer #OctubreRosa #octubre2020",1318932805800370176,,https://pbs.twimg.com/media/Ek3KUgQWMAEHBo9.jpg,,0,1,Twitter Web App,401,2906,1,,20/10/2017,"Monterrey, Nuevo LeónAvenida Chapultepec #700, Central de Abastos Monterrey - Local 180
67147 Monterrey",Todo lo que tu mascota necesita lo encuentras en Pet Paw Síguenos en redes como @PetPawOficial http://petpaw.mx http://facebook.com/PetPawMx http://instagram.com/petpawoficial,http://www.petpaw.mx,,View
21/10/2020 08:09,@LaRegeneracion_,La Regeneración Periódico Feminista,"Entrevistamos a la doctora Irasema Apodaca Ramos, quien es especialista en Ginecología y Obstetricia y tiene Alta Especialidad en Cirugía Oncológica de mama. #OctubreRosa",1318932326370390019,http://laregeneracion.com.mx/2020/10/21/la-deteccion-temprana-del-cancer-de-mama-salva-tu-vida-toca-tus-senos-cada-mes/,,,0,0,WordPress.com,421,164,2,,27/1/2020,México,"Periódico Oficial y feminista de la Secretaría Nacional de Morena Mujeres. Directora: @CarolBArriaga, editora: @karlamotte",https://laregeneracion.com.mx/,,View
21/10/2020 08:07,@semdecajeme,SEMDECAJEME,La Sociedad Estudiantil de Medicina del Campus Cajeme informa por #SEMRoseWeek🎀 #OctubreRosa a través del Comité de Actividades Académicas: Toda mujer quiere saber qué puede hacer para disminuir su riesgo de contraer cáncer de mama.,1318931854527967234,,https://pbs.twimg.com/media/Ek3JhsDXEAEszSA.jpg,,1,6,Twitter for iPhone,322,175,0,,27/7/2019,Cd. Obregón Sonora,Pagina Oficial de la Sociedad Estudiantil de Medicina de la Universidad de Sonora Campus Cajeme,,,View
21/10/2020 08:01,@DGZONA3,DGMOV ZONA 3,A partir de los 40 años todas las mujeres sin excepción deberán realizarse mastografías y ultrasonidos para prevenir el cáncer de mama. Acude con tu médico de confianza a revisiones médicas. #ÉchaleUnaManoATuSalud #OctubreRosa,1318930433221009408,,https://pbs.twimg.com/media/Ek3IPWhWMAAEy2Z.jpg,,0,0,Hootsuite Inc.,1082,169,5,,13/4/2016,Estado de México,Dirección General de Movilidad Zona 3 / Ecatepec & Texcoco.,https://twitter.com/SEMOV_Edomex,,View
21/10/2020 07:59,@ivy_tapia92,Ivana Daniela Tapia,Ingles: Remember to always get a medical check-up to prevent breast cancer. - Edpañol: Recuerda siempre hacerte un chequeo medico para prevenir el #CancerDeMama #19DeOctubre #DiaMundialdelCancerdeMama,1318929877949681665,https://www.instagram.com/p/CGnBufHh1Dp/?igshid=1vfp75qflqg5z,,Map,0,1,Instagram,37,499,0,,13/6/2017,"Buenos Aires, Argentina",I'm Ivana Tapia from Argentina. Computer Science student. 나는 아르헨티나 사람이에요. FB: https://www.facebook.com/ivanadaniela.tapia,,,View
21/10/2020 07:50,@Adela_Roman,Adela Román Ocampo,La autoexploración es el primer paso para una detección oportuna. El cáncer de mama es curable si es detectado a tiempo. Infórmate y autoexplórate. #OctubreRosa,1318927557689970689,,https://pbs.twimg.com/media/Ek3FntQU0AE09k4.jpg,,29,22,Twitter for Android,6924,478,28,,24/1/2013,"Acapulco,Gro.","Alcaldesa de Acapulco de Juárez. Ciudadana de convicciones guerrerenses, con profundo amor por mi tierra. #VamosAdelante ❤",http://www.acapulco.gob.mx,,View
21/10/2020 07:46,@betty_ayala,Betty Ayala,#FelizMiercoles #webinar de @RedAmbiental_Mx Hoy en punto de las 7:00 pm de la Campaña Rosa #DateTiempo con MoniContreras llevará el tema “La Familia y el Cáncer de Mama” Puedes registrarte en:  #OctubreRosa #RedAmbiental #SomosMuchoMasquelosdelaBasura,1318926669546201088,https://cutt.ly/dgzsYz2,https://pbs.twimg.com/media/Ek3E0G7XgAEdBMz.jpg,,0,5,Twitter for iPhone,34939,332,120,,1/9/2009,"Monterrey, México",Locutora. Instagram:Bettyayala Punk de buenos modales. Las opiniones las tomo de quien viene.,,,View
21/10/2020 07:43,@medicoscr,Colegio de Médicos y Cirujanos,Nuestro recordatorio del compromiso de toda la sociedad en la lucha contra el Cáncer de Mama para intentar minimizarlo y concienciar de la importancia de la investigación y el diagnóstico precoz de la enfermedad. #cáncerdemama #prevención #autoexamendemama #octubrerosa,1318925867611992065,,https://pbs.twimg.com/media/Ek3EEf1XYAAhsZ6.jpg,,0,1,Twitter Web App,1692,96,6,,22/4/2010,Costa Rica,"fundado en 1857, agrupa Médicos, Tecnólogos y Profesionales Afine, salvaguarda los valores fundamentales de la profesión médica costarricense ⚕️ 🇨🇷",http://www.medicos.cr,,View
21/10/2020 07:41,@50mas1CDMX,50+1CDMX,"Algunas recomendaciones en el #OctubreRosa para la prevención del cáncer de mama que es clave, pues detectado a tiempo tiene hasta 95% de probabilidades de curarse. #TócateSinMiedo #EmpoderandoMujeres",1318925404376240128,,https://pbs.twimg.com/media/Ek3Dql0VgAAiGk6.jpg,,3,8,Twitter for Android,755,166,0,,4/5/2020,Ciudad de México,Somos un colectivo de mujeres #EmpoderandoMujeres. Con la #ParidadTotal podemos cambiar la historia.,,,View
21/10/2020 07:35,@PrensaLegisTDF,Prensa Legislativa,"El Poder Legislativo Provincial adhiere, del 19 al 25 de octubre, de la Semana de concientización y Prevención del cáncer de mama. Cuidate. Revisar. Prevení. #OctubreRosa #CáncerDeMama",1318923895022538756,,https://pbs.twimg.com/media/Ek3CFfBXgAMrgJG.jpg,,0,1,Twitter Web App,3197,34,39,,31/8/2011,"Ushuaia, Tierra del Fuego",Cuenta oficial de Prensa Legislativa del Parlamento fueguino. Noticias y fotografías generadas por la prensa institucional.,http://www.legistdf.gob.ar/index.php/category/prensa/,,View
21/10/2020 07:35,@pablomirolo,Pablo Mirolo,Hoy estuve con las Guerreras de la lucha contra el cáncer de mama. Es admirable la fuerza y el compromiso que tienen para luchar contra esta enfermedad. Desde el Municipio seguimos trabajando en tareas de prevención y concentización sobre el cáncer de mama. #OctubreRosa,1318923768962711552,,https://pbs.twimg.com/media/Ek3CLD1WkAE16mV.jpg,,1,4,Twitter for iPhone,1438,734,3,,16/11/2014,"Santiago del Estero, Argentina",Intendente de la Ciudad de La Banda,http://www.labanda.gob.ar,,View
21/10/2020 07:30,@STGedomex,Secretaría Técnica Edoméx,Si tienes entre 40 y 69 años #ÉchaleUnaManoATuSalud y recuerda realizarte una autoexploración periódicamente. La detección temprana para el cáncer de mama sigue siendo la acción más importante en la lucha contra esta enfermedad. #OctubreRosa @SaludEdomex,1318922490844905472,,https://pbs.twimg.com/media/Ekyz_sFWMAEOqAO.jpg,,27,27,Twitter Web App,8494,500,48,✅,15/2/2012,"Toluca, México",Secretaría Técnica del Gabinete del @Edomex.,,,View
21/10/2020 07:29,@CSAedomex,CSA Edomex,"Mes de sensibilización sobre el cáncer de mama, #OctubreRosa. Recuerda realizarte una autoexploración periódicamente #ÉchaleUnaManoATuSalud. Consulta cómo debes realizarla en:",1318922363207966720,http://salud.edomex.gob.mx,https://pbs.twimg.com/media/Ek3AV66WkAE-yBs.jpg,,1,0,Twitter Web App,1418,174,9,,6/5/2013,Estado de México,Centros de Servicios Administrativos del Gobierno del Estado de México. ☎️01800 696 9696,http://edomex.gob.mx/csa,,View
21/10/2020 07:22,@THB_Mexico,THB Mexico,🔵🟢 En octubre nos vestimos de rosa 👚🎀 Consulta nuestra página para más información:  #OctubreRosa #THB #Seguro #Salud #Prevencion #CancerDeMama #Cancer #21deOctubre,1318920660400304133,https://www.thbretailbrokers.com.mx,pic.twitter.com/TOMrfmkQaM,,2,5,Twitter for iPhone,59,110,0,,24/4/2017,Del Valle Centro,"Especialistas en reaseguros y gestión de riesgos. THB Mexico, Intermediario de Reaseguro forma parte de THB Group, división internacional de @AmWINS.",http://www.thbmexico.com,,View
21/10/2020 06:59,@INVEA_mex,INVEAMEX,#OctubreRosa | El cáncer de mama es curable si se detecta a tiempo. #ÉchaleUnaManoATuSalud e infórmate en:,1318914880611680256,http://salud.edomex.gob.mx,https://pbs.twimg.com/media/Ek26FyIWkAAGp_G.jpg,,0,0,Twitter for iPhone,1497,127,9,,10/4/2017,"Altamirano, Toluca","Instituto de Verificación Administrativa del Estado de México. Tel. (722) 2176118, 2176318 y 2778353",http://inveamex.edomex.gob.mx/inveamex,,View
21/10/2020 06:58,@unidadmujerpmg,Unidad de La Mujer,Predecir el cáncer de mama sólo con una mamografía es posible gracias a una nueva IA  #mama #OctubreRosa #pink #mendezgimon #mujer #mamografia #salud #prevencion,1318914522065833984,https://www.elespanol.com/omicrono/tecnologia/20190508/predecir-cancer-mamografia-posible-gracias-nueva-ia/396961683_0.html,,,0,0,Twitter for iPhone,179,115,0,,6/6/2011,Policlinica Mendez Gimon,"Para ti, el mejor cuidado | Mamografia | ultrasonido | densitometria | Prevención. 0212-7085186 / 188 | Estudios: martes y viernes | Información en Imagenología",http://www.mendezgimon.com.ve,,View
21/10/2020 06:47,@ZonaBT019,ZONA ESCOLAR BT019,"#OctubreRosa, mes de la sensibilización sobre el cáncer de mama. Para más información, consulta en:  @DBT_Edomex @aida_maricela @Moctezuma2019",1318911686909243392,http://salud.edomex.gob.mx,https://pbs.twimg.com/media/Ek23LzrXgAIcUhE.jpg,,1,0,Twitter for iPhone,129,89,0,,1/2/2018,"Rio Hondo s/n Bo. de San Miguel, Temascalapa, Estado de Mexico",Somos una zona escolar comprometida con la sociedad al formar personas capaces de comprender el mundo e influir en él de manera propositiva.,,,View
21/10/2020 06:35,@VPITV,VPItv,"El cáncer de mama no distingue de género, raza o posición económica. ¡Revísate con frecuencia! #OctubreRosa",1318908681661145090,,https://pbs.twimg.com/media/Ek20dOEW0AEW-F1.jpg,,4,5,Hootsuite Inc.,537486,565,1168,✅,18/12/2015,Venezuela,Canal de Noticias EN VIVO 🔴 I Mira nuestra señal aquí: I https://bit.ly/2FXPNmo I Youtube I ROKU | Apple TV | APP | Web |,http://www.vpitv.com,,View
21/10/2020 06:30,@Pesqueria_NL,PesqueríaOficial,Seguimos con las brigadas de mamografía en este mes de concientización del cáncer de mama #OctubreRosa #CancerDeMama,1318907495830622210,,https://pbs.twimg.com/media/Ek2zX83UcAEHL36.jpg,,1,1,Twitter for Android,233,116,0,,9/8/2018,,,,,View
21/10/2020 06:27,@IMSS_Mor,IMSS Morelos,"#OctubreRosa es el mes de sensibilización sobre el #CáncerDeMama 🎀 ""El cáncer de mama es curable cuando se detecta a tiempo"".",1318906684333543425,,https://pbs.twimg.com/media/Ek2yo-lWAAAZOmy.jpg,,0,0,Hootsuite Inc.,1875,226,14,,7/6/2016,"Cuernavaca, Morelos",#IMSSMorelos,http://www.imss.gob.mx,,View
21/10/2020 06:16,@CAwbus,Cancer De Mama Innovador Método De Pesquisa Awbus,"Sonociné AWBUS es la solución en mamas densas. El Cancer en mamografia se ve de color blanco al igual que el tejido mamario denso, por ello, no pueden detectarlo. Con Sonociné si se visualiza.#MesRosa #fucamm #cancer #mastografia #OctubreRosa #Senos #MxSinCancer #CancerDeMama",1318903949408276480,,https://pbs.twimg.com/media/Ek2wJv8X0AE0GzT.jpg,,0,0,Twitter for Android,2,43,0,,24/9/2020,México,"SONOCINÉ-AWBUS Innovador Método para la pesquisa temprana del CA de mama. Especialmente en Mamas densas y Prótesis. Sin dolor,ni radiación. Robot se adapta a US",,,View
21/10/2020 06:09,@Muni25deMayoBA,Municipalidad de 25 de Mayo,#OctubreRosa El Palacio Municipal iluminado en el marco del Mes de Sensibilización del Cáncer de Mama.,1318902342981386241,,https://pbs.twimg.com/media/Ek2usKRWMAAx_1M.jpg,,0,0,Twitter for Android,209,15,0,,3/7/2020,25 de Mayo,Cuenta oficial de la Municipalidad de 25 de Mayo (Bs. As). Intendente @HernanRalinqueo,http://25demayo.gob.ar,,View
21/10/2020 06:08,@lanuevamiradaok,lanuevamiradablog,"#OctubreRosa ¿Cada cuánto te haces una revisión mamaria? Para saber más, lee la nota entera en el link👆.",1318901969931718657,https://lanuevamiradafc.wordpress.com/2020/10/21/octubrerosa-una-de-cada-ocho-argentinas-tendra-cancer-de-mama-en-algun-momento-de-su-vida/,,,0,0,Twitter Web App,47,1,0,,20/9/2020,"Buenos Aires, Argentina",Somos el medio que con la profundidad de su mirada dota de vigor al último momento.,http://lanuevamiradafc.wordpress.com,,View
21/10/2020 06:07,@Gabriel_OShea,Dr. Gabriel O´Shea,"El cáncer de mama se puede detectar oportunamente. Recuerda que la detección temprana, sigue siendo la acción más importante en la lucha contra esta enfermedad. #OctubreRosa #PrevenirEsSalud",1318901691811459072,,https://pbs.twimg.com/media/Ek2uF_ZVoAAbwCc.jpg,,12,28,Twitter for Android,18621,715,105,,14/10/2011,"Ciudad de México, México",Médico Oftalmólogo Especialista en Trasplante de Córnea. Maestro en Gerencia de Servicios de Salud. Secretario de Salud y Director General del ISEM,,,View
21/10/2020 06:01,@comecyt,Ciencia Edomex,La autoexploración es un arma para salvar tu vida. El cáncer de mama se puede detectar a tiempo. #PrevenirEsSalud #OctubreRosa #EchaleUnaManoATuSalud,1318900091088998401,,https://pbs.twimg.com/media/EkydVyGWAAI99yg.jpg,,0,0,TweetDeck,10375,1119,171,,22/6/2010,"Toluca, México","Promueve el avance científico y tecnológico, vincula a los sectores productivo y social con centros de investigación científica y desarrollo tecnológico",http://comecyt.edomex.gob.mx,,View
21/10/2020 06:00,@ContraloriaGEM,Contraloría Edoméx,"Mes de sensibilización sobre el cáncer de mama, #OctubreRosa. Recuerda realizarte una autoexploración periódicamente #ÉchaleUnaManoATuSalud. Consulta cómo debes realizarla en:",1318899879247302660,http://salud.edomex.gob.mx,https://pbs.twimg.com/media/Ek2sc0fXYAEfZe-.jpg,,9,22,Postcron App,26939,415,70,✅,4/6/2012,"Toluca, Estado de México",Secretaría de la Contraloría del @Edomex,http://www.secogem.gob.mx/,,View
21/10/2020 06:00,@GuadalajaraGob,Gobierno de Guadalajara,👩👧👵 #OctubreRosa continúa y queremos compartirte información de utilidad. Con una detección oportuna hay mayor posibilidad de vencer el #CáncerDeMama. Conoce sus síntomas en  y acude a recibir atención médica ante cualquier duda o sospecha.,1318899863094898688,https://bit.ly/2HqI1SD,https://pbs.twimg.com/media/Ek2sazyVoAET_Kt.jpg,,5,9,Socialbakers,254368,5524,590,,10/10/2009,"Guadalajara, Méx.",En #Guadalajara trabajamos para tener un mejor lugar para vivir. Síguenos en Telegram: https://t.me/GuadalajaraGob Aviso de privacidad: https://bit.ly/2GAoLC7,http://www.guadalajara.gob.mx,,View
